SHOP_MONTH,CUST_CODE,TOTAL_SPEND_CUST,TOTAL_TRANS_CUST,TOTAL_TRANS_CUST_PREVIOUS_MONTH,TOTAL_SPEND_CUST_PREVIOUS_MONTH
2006-04-01,CUST0000419779,104.03999999999998,34,41,85.330000000000013
2006-04-01,CUST0000383824,1.7000000000000002,2,9,25.79
2006-04-01,CUST0000404658,125.47000000000003,81,30,41.430000000000014
2006-04-01,CUST0000035601,4.08,1,1,0.83
2006-04-01,CUST0000936236,7.25,3,9,13.65
2006-04-01,CUST0000774171,59.44,35,22,20.340000000000003
2006-04-01,CUST0000142138,18.61,5,18,38.26
2006-04-01,CUST0000912102,12.74,8,11,13.01
2006-04-01,CUST0000078913,3.1100000000000003,3,6,16.97
2006-04-01,CUST0000498546,6.1099999999999994,4,12,17.54
2006-04-01,CUST0000888591,108.48,30,32,48.790000000000006
2006-04-01,CUST0000121005,19,8,29,58.080000000000013
2006-04-01,CUST0000293517,25.92,14,4,13.58
2006-04-01,CUST0000242095,2.37,4,3,5.24
2006-04-01,CUST0000044051,91.53000000000003,27,5,4.85
2006-04-01,CUST0000812410,46.530000000000008,24,23,50.86
2006-04-01,CUST0000543933,7.6999999999999993,3,3,3.7800000000000002
2006-04-01,CUST0000972412,2.54,4,19,22.400000000000002
2006-04-01,CUST0000352929,4.45,2,1,4.72
2006-04-01,CUST0000403088,101.96000000000001,48,74,164.55000000000007
2006-04-01,CUST0000127841,45.129999999999995,24,32,78.33
2006-04-01,CUST0000115463,29.32,28,53,73.63
2006-04-01,CUST0000997122,6.3100000000000005,5,6,12.600000000000001
2006-04-01,CUST0000603024,86.44000000000004,56,32,80.84999999999998
2006-04-01,CUST0000923669,69.11,38,22,40.440000000000005
2006-04-01,CUST0000451458,58.439999999999991,19,20,29.770000000000003
2006-04-01,CUST0000717322,1.9899999999999998,2,4,15.27
2006-04-01,CUST0000529848,14.530000000000001,11,45,72.61999999999999
2006-04-01,CUST0000410227,32.940000000000005,22,5,6.4
2006-04-01,CUST0000576800,131.95999999999998,75,39,74.490000000000009
2006-04-01,CUST0000702030,29.81,15,14,16.07
2006-04-01,CUST0000285720,69.250000000000014,23,22,42.100000000000016
2006-04-01,CUST0000406271,40.440000000000005,22,130,164.37000000000009
2006-04-01,CUST0000558077,39.220000000000006,25,14,20.499999999999996
2006-04-01,CUST0000849223,21.05,4,10,11.940000000000001
2006-04-01,CUST0000523177,4.72,1,7,15.27
2006-04-01,CUST0000105820,5.93,8,18,52.660000000000004
2006-04-01,CUST0000073165,48.830000000000005,15,16,26.700000000000006
2006-04-01,CUST0000197148,3.28,2,6,12.329999999999998
2006-04-01,CUST0000342432,3.56,4,12,14.19
2006-04-01,CUST0000359463,26.919999999999998,20,45,77.84
2006-04-01,CUST0000700644,80.690000000000026,53,41,54.300000000000018
2006-04-01,CUST0000098319,37.21,23,24,54.18
2006-04-01,CUST0000089691,102.48000000000002,49,1,4.42
2006-04-01,CUST0000770451,7.74,6,2,2.21
2006-04-01,CUST0000099665,2.41,2,12,26.389999999999997
2006-04-01,CUST0000604743,2.64,3,6,14.569999999999999
2006-04-01,CUST0000862295,54.79,29,22,34.65
2006-04-01,CUST0000160899,32.04,19,12,22.49
2006-04-01,CUST0000404157,47.99,34,20,34.760000000000005
2006-04-01,CUST0000145018,2.5700000000000003,2,24,26.14
2006-04-01,CUST0000840254,0.43,1,17,29.189999999999998
2006-04-01,CUST0000170330,42.3,13,17,26.999999999999996
2006-04-01,CUST0000140765,0.41,1,36,134.69000000000005
2006-04-01,CUST0000795333,26.570000000000004,10,17,55.77
2006-04-01,CUST0000417479,78.140000000000029,45,8,13.14
2006-04-01,CUST0000203216,38.26,18,4,12.629999999999999
2006-04-01,CUST0000224455,81.04,59,62,93.240000000000023
2006-04-01,CUST0000860993,31.96,21,22,47.799999999999983
2006-04-01,CUST0000419761,13.200000000000001,8,63,200.51000000000005
2006-04-01,CUST0000899822,29.189999999999998,17,2,4.45
2006-04-01,CUST0000089820,63.820000000000007,49,37,77.239999999999981
2006-04-01,CUST0000972667,74.680000000000035,55,21,49.18
2006-04-01,CUST0000068151,0.43,1,1,0.43
2006-04-01,CUST0000933646,22.07,12,15,30.67
2006-04-01,CUST0000467012,2.6799999999999997,3,12,23.080000000000002
2006-04-01,CUST0000364910,106.61000000000001,68,11,42.94
2006-04-01,CUST0000142044,52.08,28,44,62.35
2006-04-01,CUST0000658030,3.04,4,2,4.34
2006-04-01,CUST0000231782,6.3599999999999994,4,1,0.92
2006-04-01,CUST0000603406,12.530000000000001,6,6,8.45
2006-04-01,CUST0000741711,0.55,1,1,5.77
2006-04-01,CUST0000562261,2.54,2,1,0.08
2006-04-01,CUST0000554024,99.629999999999967,54,10,28.92
2006-04-01,CUST0000178139,0.25,1,6,16.439999999999998
2006-04-01,CUST0000414191,0.08,1,1,0.5
2006-04-01,CUST0000885717,21.049999999999997,15,12,18.650000000000002
2006-04-01,CUST0000112668,0.57,1,2,1.4300000000000002
2006-04-01,CUST0000940241,14.48,3,1,1.74
2006-04-01,CUST0000297112,59.269999999999996,19,37,72.289999999999992
2006-04-01,CUST0000605493,41.09,28,47,75.969999999999985
2006-04-01,CUST0000577062,2.67,3,1,2.3
2006-04-01,CUST0000655568,0.36,1,1,1.54
2006-04-01,CUST0000318976,1.37,1,2,2.27
2006-04-01,CUST0000584803,36.160000000000011,18,32,52.58
2006-04-01,CUST0000779849,12.600000000000001,6,19,32.04
2006-04-01,CUST0000462566,6.48,2,13,35.539999999999992
2006-04-01,CUST0000711533,72.659999999999968,37,43,67.47999999999999
2006-04-01,CUST0000894750,56.61999999999999,30,24,14.12
2006-04-01,CUST0000028958,1.99,1,9,13.97
2006-04-01,CUST0000550339,0.73,1,1,0.93
2006-04-01,CUST0000486391,20.189999999999998,5,31,81.989999999999981
2006-04-01,CUST0000997577,4.17,3,2,1.41
2006-04-01,CUST0000524596,2.27,2,1,0.73
2006-04-01,CUST0000105028,2.8200000000000003,3,14,199.32999999999996
2006-04-01,CUST0000446202,2.8600000000000003,3,5,4.35
2006-04-01,CUST0000126123,42.34,18,24,35.54
2006-04-01,CUST0000957189,109.97999999999999,61,20,51.42
2006-04-01,CUST0000123240,342.06000000000012,95,38,68.22
2006-04-01,CUST0000648251,1.7,1,1,0.72
2006-04-01,CUST0000334222,17.110000000000003,12,1,2.44
2006-04-01,CUST0000338285,11.98,9,29,54.79
2006-04-01,CUST0000999645,35.99,26,10,23.56
2006-04-01,CUST0000295917,2.79,2,16,39.8
2006-04-01,CUST0000754405,32.17,22,71,113.39000000000004
2006-04-01,CUST0000493525,25.789999999999996,25,10,17.9
2006-04-01,CUST0000899455,27.720000000000002,15,11,13.809999999999999
2006-04-01,CUST0000224697,16.39,9,7,4.56
2006-04-01,CUST0000515317,5.02,2,1,2.51
2006-04-01,CUST0000212278,81.189999999999984,28,21,45.14
2006-04-01,CUST0000509250,0.73,2,10,29.860000000000003
2006-04-01,CUST0000094339,175.53000000000011,107,37,32.45
2006-04-01,CUST0000068394,79.65000000000002,43,77,151.28000000000009
2006-04-01,CUST0000011075,3.79,5,10,14.309999999999997
2006-04-01,CUST0000446505,14.26,10,30,40.72999999999999
2006-04-01,CUST0000298310,78.570000000000007,41,10,18.49
2006-04-01,CUST0000956717,114.1,48,41,47.300000000000011
2006-04-01,CUST0000657746,23.080000000000002,15,2,18.09
2006-04-01,CUST0000335864,2.79,3,3,2.6300000000000003
2006-04-01,CUST0000896306,13.01,11,21,27.809999999999995
2006-04-01,CUST0000785895,55.769999999999989,22,4,4.41
2006-04-01,CUST0000107974,77.84,45,45,71.72
2006-04-01,CUST0000916290,18.49,10,23,73.490000000000009
2006-04-01,CUST0000836364,19.48,7,50,59.440000000000005
2006-04-01,CUST0000248972,11.39,5,3,6.03
2006-04-01,CUST0000899835,95.67,35,15,21.049999999999997
2006-04-01,CUST0000939910,1.54,1,1,1.54
2006-04-01,CUST0000462714,2.99,1,5,8.1100000000000012
2006-04-01,CUST0000441394,3.09,1,7,28.03
2006-04-01,CUST0000462164,4.18,6,4,8.9599999999999991
2006-04-01,CUST0000078146,7.13,5,7,9.18
2006-04-01,CUST0000663284,3.26,2,7,10.289999999999997
2006-04-01,CUST0000820635,42.02,21,27,34.339999999999996
2006-04-01,CUST0000864629,10.37,10,1,0.13
2006-04-01,CUST0000186490,15.450000000000001,7,1,0.86
2006-04-01,CUST0000539348,13.399999999999999,3,2,5.2
2006-04-01,CUST0000430660,27.809999999999995,21,1,1
2006-04-01,CUST0000265774,16.97,6,20,27.959999999999994
2006-04-01,CUST0000369586,2.21,3,3,2.79
2006-04-01,CUST0000985195,40.51,18,22,38.629999999999995
2006-04-01,CUST0000048428,5.77,2,8,14.44
2006-04-01,CUST0000363160,98.499999999999986,44,81,125.47000000000003
2006-04-01,CUST0000208832,11.620000000000001,6,3,2.71
2006-04-01,CUST0000390829,4.58,1,5,3.79
2006-04-01,CUST0000374978,33.56,20,80,172.36999999999989
2006-04-01,CUST0000115925,30.869999999999997,9,2,3.3
2006-04-01,CUST0000753320,39.8,16,27,71.460000000000036
2006-04-01,CUST0000488888,18.949999999999996,5,26,70.94
2006-04-01,CUST0000758622,2.68,2,1,2.99
2006-04-01,CUST0000264669,2.5999999999999996,3,6,15.14
2006-04-01,CUST0000310147,6.8,2,15,20.169999999999998
2006-04-01,CUST0000504972,81.700000000000017,73,64,94.999999999999986
2006-04-01,CUST0000632364,59.239999999999995,27,64,118.64000000000001
2006-04-01,CUST0000835544,42.11,25,23,28.210000000000004
2006-04-01,CUST0000397211,54.069999999999993,25,20,34.330000000000005
2006-04-01,CUST0000710105,3.09,3,6,13.490000000000002
2006-04-01,CUST0000206355,153.64,97,14,27.62
2006-04-01,CUST0000410727,100.07999999999998,55,19,59.269999999999996
2006-04-01,CUST0000830992,42.94,11,40,109.77999999999999
2006-04-01,CUST0000974745,2.52,3,21,29.75
2006-04-01,CUST0000333347,72.61999999999999,45,51,79.109999999999971
2006-04-01,CUST0000398965,57.380000000000024,30,27,39.670000000000016
2006-04-01,CUST0000784520,27.560000000000002,17,18,42.34
2006-04-01,CUST0000420363,151.28000000000009,77,56,86.44000000000004
2006-04-01,CUST0000498904,8.63,4,1,0.92
2006-04-01,CUST0000981632,1.29,1,1,1.05
2006-04-01,CUST0000894137,0.27,1,1,0.43
2006-04-01,CUST0000666899,126.18000000000002,76,23,43.969999999999985
2006-04-01,CUST0000429989,8.19,7,11,31.550000000000008
2006-04-01,CUST0000817961,9.9100000000000019,4,18,50.25
2006-04-01,CUST0000242105,1,1,1,1.02
2006-04-01,CUST0000610122,10.41,14,45,78.140000000000029
2006-04-01,CUST0000467543,105.55,44,5,3.51
2006-04-01,CUST0000785466,0.36,1,1,1.28
2006-04-01,CUST0000161411,10.08,6,16,33.05
2006-04-01,CUST0000789571,73.63,53,21,42.02
2006-04-01,CUST0000011592,77.239999999999981,37,102,110.32999999999996
2006-04-01,CUST0000304480,34.43,22,6,11.54
2006-04-01,CUST0000757776,33.05,16,4,6.9600000000000009
2006-04-01,CUST0000579097,0.86,1,1,1.15
2006-04-01,CUST0000223335,5.07,2,1,0.28
2006-04-01,CUST0000091579,124.90000000000006,57,84,138.49000000000004
2006-04-01,CUST0000337192,44.44,42,9,16.39
2006-04-01,CUST0000666226,2.41,2,8,17.860000000000003
2006-04-01,CUST0000235512,6.78,2,1,0.69
2006-04-01,CUST0000291042,2.3,1,2,2.54
2006-04-01,CUST0000299037,21.67,8,24,33.76
2006-04-01,CUST0000966436,99.010000000000034,61,71,93.519999999999953
2006-04-01,CUST0000100599,84.82999999999997,33,2,2.5700000000000003
2006-04-01,CUST0000472952,0.89,1,3,1.7
2006-04-01,CUST0000103368,9.44,4,2,5.77
2006-04-01,CUST0000659998,47.179999999999993,35,3,8.2099999999999991
2006-04-01,CUST0000280656,37.039999999999992,36,8,13.200000000000001
2006-04-01,CUST0000370053,13.58,4,2,3.1399999999999997
2006-04-01,CUST0000830687,18.650000000000002,12,9,11.379999999999999
2006-04-01,CUST0000361701,0.97,1,1,0.67
2006-04-01,CUST0000422532,3.92,1,26,82.32
2006-04-01,CUST0000673345,35.470000000000013,14,23,37.21
2006-04-01,CUST0000885891,51.42,20,37,77.669999999999987
2006-04-01,CUST0000252383,7.4700000000000006,8,10,16.13
2006-04-01,CUST0000032037,51.46,23,16,18.93
2006-04-01,CUST0000341493,23.63000000000001,14,5,31.05
2006-04-01,CUST0000372098,0.74,1,1,0.21
2006-04-01,CUST0000944007,26.52,18,19,30.76
2006-04-01,CUST0000442859,1.7,1,1,4.49
2006-04-01,CUST0000031779,34.019999999999996,27,21,43.379999999999995
2006-04-01,CUST0000082996,24.549999999999997,18,76,126.18000000000002
2006-04-01,CUST0000312377,4.86,3,1,0.82
2006-04-01,CUST0000975870,27.959999999999994,20,28,45.750000000000007
2006-04-01,CUST0000616216,11.000000000000002,9,6,15.629999999999999
2006-04-01,CUST0000361812,59.100000000000009,32,35,59.44
2006-04-01,CUST0000900313,46.800000000000004,25,45,80.360000000000028
2006-04-01,CUST0000352239,23.240000000000002,7,38,69.11
2006-04-01,CUST0000912932,24.68,22,28,41.09
2006-04-01,CUST0000179403,39.14,31,117,306.54
2006-04-01,CUST0000915945,91.71999999999997,54,77,155.80999999999997
2006-04-01,CUST0000778654,128.35,63,68,86.510000000000019
2006-04-01,CUST0000999024,36.580000000000005,33,5,20.189999999999998
2006-04-01,CUST0000945695,6.26,3,58,169.96999999999994
2006-04-01,CUST0000687519,20.169999999999998,15,16,39.9
2006-04-01,CUST0000399414,4.41,4,41,78.570000000000007
2006-04-01,CUST0000224461,19.7,13,47,53.889999999999986
2006-04-01,CUST0000366796,1.87,4,9,30.869999999999997
2006-04-01,CUST0000324423,35.61,20,6,14.030000000000001
2006-04-01,CUST0000829905,29.189999999999998,11,41,47.52
2006-04-01,CUST0000884311,9.71,4,12,27.679999999999996
2006-04-01,CUST0000393047,18.93,16,9,17.32
2006-04-01,CUST0000141780,2.21,2,6,11.260000000000002
2006-04-01,CUST0000037123,55.249999999999972,57,76,137.88999999999996
2006-04-01,CUST0000237141,1.24,2,2,2.21
2006-04-01,CUST0000939587,2.21,2,9,17.48
2006-04-01,CUST0000461850,72.289999999999992,37,68,106.61000000000001
2006-04-01,CUST0000972464,1.8399999999999999,2,30,40.440000000000005
2006-04-01,CUST0000005053,1.54,1,1,1.54
2006-04-01,CUST0000837294,3.42,2,8,22.470000000000002
2006-04-01,CUST0000692724,2.44,1,52,66.54000000000002
2006-04-01,CUST0000275779,0.64,1,2,3.34
2006-04-01,CUST0000693990,1.99,1,1,1.99
2006-04-01,CUST0000896961,0.57,1,1,1.18
2006-04-01,CUST0000644967,2.5700000000000003,2,27,41.080000000000013
2006-04-01,CUST0000156274,0.83,1,1,0.83
2006-04-01,CUST0000131254,19.18,14,1,12.19
2006-04-01,CUST0000215855,0.67,1,3,14.48
2006-04-01,CUST0000476236,28.249999999999996,10,31,45.07
2006-04-01,CUST0000942403,13.97,9,2,13.51
2006-04-01,CUST0000801239,142.43,54,12,34.629999999999995
2006-04-01,CUST0000953349,7.4099999999999993,6,3,3.75
2006-04-01,CUST0000129617,54.240000000000009,14,3,2.52
2006-04-01,CUST0000820750,93.519999999999953,71,19,22.100000000000005
2006-04-01,CUST0000326271,0.01,1,2,0.78
2006-04-01,CUST0000707667,0.5,1,3,3.89
2006-04-01,CUST0000416322,35.539999999999992,13,2,11.129999999999999
2006-04-01,CUST0000722076,16.84,9,2,3
2006-04-01,CUST0000989319,74.51,44,12,21.799999999999997
2006-04-01,CUST0000287431,32.530000000000008,29,31,50.339999999999996
2006-04-01,CUST0000755461,35.19,19,12,22.27
2006-04-01,CUST0000086817,0.43,1,3,3.42
2006-04-01,CUST0000456748,66.54000000000002,52,18,37.589999999999996
2006-04-01,CUST0000144308,33.789999999999992,18,25,39.220000000000006
2006-04-01,CUST0000492294,16.56,9,3,6.26
2006-04-01,CUST0000486244,16.93,9,47,70.01
2006-04-01,CUST0000853230,4.7900000000000009,6,4,7.81
2006-04-01,CUST0000257021,3.9400000000000004,3,8,5.93
2006-04-01,CUST0000845375,13.05,7,35,95.67
2006-04-01,CUST0000565146,6.54,1,4,21.05
2006-04-01,CUST0000939563,28.669999999999998,21,17,27.180000000000007
2006-04-01,CUST0000281552,1.73,2,1,1.56
2006-04-01,CUST0000540040,166.44999999999987,74,16,32.93
2006-04-01,CUST0000210089,30.76,19,19,36.330000000000005
2006-04-01,CUST0000019198,28.92,10,13,43.889999999999993
2006-04-01,CUST0000172741,67.03,37,22,32.17
2006-04-01,CUST0000445148,28.390000000000008,29,11,11.930000000000003
2006-04-01,CUST0000917992,7.78,5,10,32.67
2006-04-01,CUST0000710138,5.96,5,6,8.51
2006-04-01,CUST0000434489,52.660000000000004,18,3,4.17
2006-04-01,CUST0000163235,25.16,5,4,4.34
2006-04-01,CUST0000132570,1.05,1,1,0.25
2006-04-01,CUST0000317126,92.03,43,25,36.3
2006-04-01,CUST0000913770,4.1899999999999995,4,1,1.7
2006-04-01,CUST0000929636,0.43,1,2,2.54
2006-04-01,CUST0000387597,10.289999999999997,7,7,10.469999999999999
2006-04-01,CUST0000443923,3.42,3,1,4.72
2006-04-01,CUST0000794594,12.629999999999999,2,2,21.13
2006-04-01,CUST0000716819,1.3900000000000001,2,76,156.94
2006-04-01,CUST0000104537,14.12,24,61,108.41000000000004
2006-04-01,CUST0000021218,46.550000000000004,36,13,17.77
2006-04-01,CUST0000490741,12.02,6,5,12.950000000000001
2006-04-01,CUST0000099658,73.360000000000014,31,6,12.02
2006-04-01,CUST0000777781,12.82,13,3,6.16
2006-04-01,CUST0000434013,21.679999999999993,20,8,23.979999999999997
2006-04-01,CUST0000103988,34.089999999999996,15,48,187.24999999999991
2006-04-01,CUST0000861392,73.490000000000009,23,40,103.16999999999997
2006-04-01,CUST0000480214,27.679999999999996,12,2,6.32
2006-04-01,CUST0000935255,9.23,8,11,19.04
2006-04-01,CUST0000315942,90.259999999999991,39,39,62.579999999999991
2006-04-01,CUST0000485186,4.54,2,6,8.83
2006-04-01,CUST0000524728,1.96,2,6,12.530000000000001
2006-04-01,CUST0000103569,2.26,1,1,0.01
2006-04-01,CUST0000931306,34.209999999999994,12,4,9.23
2006-04-01,CUST0000996753,62.07,41,108,207.46999999999989
2006-04-01,CUST0000300687,6.03,3,4,7.4799999999999995
2006-04-01,CUST0000587601,71.149999999999991,27,24,46.530000000000008
2006-04-01,CUST0000671293,118.09999999999998,47,21,28.669999999999998
2006-04-01,CUST0000968475,9.38,8,1,5.77
2006-04-01,CUST0000633906,12.490000000000002,9,15,33.230000000000004
2006-04-01,CUST0000803466,21.350000000000005,13,3,7.16
2006-04-01,CUST0000343018,9.490000000000002,9,8,19.94
2006-04-01,CUST0000959093,0.64,1,2,2.92
2006-04-01,CUST0000848144,6.5900000000000007,7,15,33.739999999999995
2006-04-01,CUST0000077064,0.79,1,1,0.31
2006-04-01,CUST0000356357,28.03,7,4,7.35
2006-04-01,CUST0000978405,59.440000000000005,50,41,146
2006-04-01,CUST0000709487,9.2,6,5,7.98
2006-04-01,CUST0000509226,82.32,26,18,40.51
2006-04-01,CUST0000058269,13.809999999999999,11,16,20.19
2006-04-01,CUST0000498936,20.259999999999998,22,15,48.830000000000005
2006-04-01,CUST0000200987,68.699999999999989,34,16,24.6
2006-04-01,CUST0000938246,63.919999999999973,47,42,85.77
2006-04-01,CUST0000657020,2.23,2,4,6.3900000000000006
2006-04-01,CUST0000083013,46.010000000000005,25,6,7.76
2006-04-01,CUST0000384410,33.01,6,2,2.22
2006-04-01,CUST0000169635,20.52,11,9,7.9099999999999993
2006-04-01,CUST0000074042,16.689999999999998,13,55,55.550000000000011
2006-04-01,CUST0000036136,47.52,41,5,6.5400000000000009
2006-04-01,CUST0000695334,155.80999999999997,77,19,21.650000000000002
2006-04-01,CUST0000938134,0.83,1,3,0.81
2006-04-01,CUST0000275967,85.77,42,34,61.649999999999991
2006-04-01,CUST0000575523,9.56,4,4,6.1499999999999995
2006-04-01,CUST0000514031,3.59,4,2,1.24
2006-04-01,CUST0000226371,1.55,2,6,4.18
2006-04-01,CUST0000836232,306.54,117,5,6.03
2006-04-01,CUST0000281062,7.9099999999999993,9,2,39.05
2006-04-01,CUST0000004088,32.67,10,8,7.4700000000000006
2006-04-01,CUST0000996860,2,1,2,2.39
2006-04-01,CUST0000093261,6.5400000000000009,5,28,52.08
2006-04-01,CUST0000986734,186.94999999999996,85,43,92.03
2006-04-01,CUST0000871730,39.9,16,20,21.679999999999993
2006-04-01,CUST0000811783,200.51000000000005,63,18,77.72
2006-04-01,CUST0000096275,26.700000000000006,16,17,48.26
2006-04-01,CUST0000478420,108.41000000000004,61,70,139.72000000000003
2006-04-01,CUST0000402925,4.34,2,6,9.2
2006-04-01,CUST0000644893,73.98,51,22,40.96
2006-04-01,CUST0000263501,45.750000000000007,28,23,69.250000000000014
2006-04-01,CUST0000694605,52.6,46,13,21.87
2006-04-01,CUST0000543549,3.66,1,2,11.030000000000001
2006-04-01,CUST0000283533,13.5,12,85,186.94999999999996
2006-04-01,CUST0000899952,0.73,1,1,0.73
2006-04-01,CUST0000644466,43.669999999999987,17,2,12.629999999999999
2006-04-01,CUST0000002499,0.34,1,1,3.66
2006-04-01,CUST0000160721,67.47999999999999,43,3,2.6799999999999997
2006-04-01,CUST0000457813,77.669999999999987,37,39,65.079999999999984
2006-04-01,CUST0000511022,48.85,11,2,0.98
2006-04-01,CUST0000788454,20.83,14,30,82.08
2006-04-01,CUST0000147213,1.2000000000000002,3,1,0.18
2006-04-01,CUST0000111790,16.13,10,3,3.5300000000000002
2006-04-01,CUST0000408648,8.86,5,5,5.0600000000000005
