CENTROID_ID,CUST_CODE,TOTAL_SPEND,TOTAL_VISIT,STD_TICKET_SIZE,DURING_SINCE_FIRST_PURCHASE,DURING_SINCE_LAST_PURCHASE,LENGHT_OF_STAY,AVERAGE_TIME_TO_EVENT,MODE_BASKET_SIZE,MODE_SHOP_TIME,MODE_WEEKDAY,AVERAGE_MONTHLY_VISIT,AVERAGE_MONTHLY_SPEND,STD_MONTHLY_SPEND,STD_MONTHLY_VISIT
1,CUST0000275779,136.79000000000011,37,1.2845056923940474,804,5,799,21.594594594594593,2,2,4,4.6249999999999991,5.699583333333333,4.7718161105658243,3.4133622231850325
1,CUST0000287800,105.58000000000011,37,0.98819457332006688,812,23,789,21.324324324324323,2,2,7,4.4210526315789469,5.5568421052631578,3.5445526072546256,2.4347438960463954
1,CUST0000890061,787.23999999999944,90,2.5154602662920316,813,1,812,9.0222222222222221,3,2,2,20.464285714285715,28.115714285714287,16.687063087607591,8.16561668940977
1,CUST0000080492,286.18999999999988,26,2.2909933487314738,796,65,731,28.115384615384617,3,3,1,12.285714285714285,20.442142857142859,18.649488380026266,10.859022393702794
1,CUST0000174352,678.85999999999922,37,1.2637953905421679,767,14,753,20.351351351351351,3,3,4,24.055555555555554,37.714444444444432,22.99624539939369,15.830604053268406
2,CUST0000296108,3537.0799999999958,131,2.3078643799627185,805,4,801,6.114503816793893,3,2,4,62.142857142857139,126.32428571428571,105.85464752698024,47.668284069415051
1,CUST0000659683,262.24999999999983,61,1.7822800704035267,794,43,751,12.311475409836065,2,2,3,9.43478260869565,11.402173913043477,10.25004176302064,6.3713085609494682
2,CUST0000484093,3151.3200000000165,207,1.5078415118961515,817,3,814,3.9323671497584543,3,3,1,71.074074074074076,116.71555555555553,69.293966673036877,43.627994687344469
1,CUST0000754405,462.69000000000079,62,1.7255612111332133,816,6,810,13.064516129032258,2,2,4,12.95833333333333,19.278750000000002,12.779707649401322,8.27888462025867
1,CUST0000448171,189.85999999999981,37,2.4575047281049551,808,1,807,21.810810810810811,2,3,6,5.666666666666667,10.547777777777778,8.92681264229385,4.3076159944400283
1,CUST0000199923,739.93999999999971,33,4.4305032047148121,813,14,799,24.212121212121211,3,2,2,13.999999999999996,43.525882352941181,42.927601440074945,10.975909449120564
1,CUST0000450865,799.76999999999953,21,2.1335033688667155,750,0,750,35.714285714285715,3,2,2,31.357142857142858,57.126428571428569,38.1737371588566,18.798203344458
1,CUST0000108776,1023.0799999999962,75,1.7118039029486751,768,5,763,10.173333333333334,3,3,5,27.086956521739129,44.481739130434782,27.212634957373222,15.937140225376918
1,CUST0000439199,136.92000000000004,47,1.4137894827222521,616,3,613,13.042553191489361,2,3,1,6.0625,8.5575,5.1025404212019705,4.1453098496976075
2,CUST0000017629,2229.2599999999934,62,3.1596806447137551,818,1,817,13.17741935483871,3,3,7,39.916666666666671,92.885833333333309,58.367808830200971,23.701119289087494
1,CUST0000934898,330.70999999999987,39,2.9509924847838391,787,3,784,20.102564102564102,2,2,5,5.4782608695652169,14.378695652173915,14.421437636937174,5.4203286056120836
2,CUST0000528973,2172.5299999999925,85,2.349062025232747,809,20,789,9.2823529411764714,3,3,2,42.407407407407412,80.464074074074091,35.998890030137332,17.636786595823285
1,CUST0000787846,413.21000000000004,30,3.1968152593912009,753,71,682,22.733333333333334,3,3,7,12.714285714285712,29.515,24.191687991067159,10.038700623291922
1,CUST0000754113,586.99000000000024,55,0.99336430485144112,817,40,777,14.127272727272727,3,3,4,22.611111111111107,32.610555555555564,21.686626824490052,14.648241793960151
1,CUST0000361284,122.28000000000009,66,2.0047819100008524,728,4,724,10.969696969696969,1,2,7,3.4090909090909096,5.5581818181818168,5.0364287819875955,1.7750567445242398
3,CUST0000580909,191.44999999999993,27,2.2765855895784819,181,6,175,6.4814814814814818,2,2,4,12.333333333333332,31.908333333333335,18.136791719840883,7.06320670013903
1,CUST0000144308,1294.6199999999976,200,2.1644688161418659,816,5,811,4.055,2,2,5,24.571428571428577,46.236428571428576,20.407782166594771,11.13369586765641
1,CUST0000648578,587.12000000000012,77,2.0942878071640481,818,5,813,10.558441558441558,2,2,1,18.875,36.695,35.151498367779432,13.950246413594277
2,CUST0000923669,4792.320000000007,536,1.9770393865103681,818,0,818,1.5261194029850746,3,2,3,91.821428571428555,171.15428571428569,63.776528005919175,25.984959346608527
1,CUST0000301430,523.86999999999989,29,3.7918146765491874,667,35,632,21.793103448275861,3,3,6,22.299999999999997,52.387,38.272395025657865,13.32704018152568
1,CUST0000068781,562.91,54,2.16610875067777,796,13,783,14.5,3,3,2,15.200000000000005,28.1455,18.845364012138365,9.5057877106529176
1,CUST0000770451,503.77000000000021,52,1.3035924262786291,799,8,791,15.211538461538462,3,2,4,14.319999999999997,20.150800000000004,14.760559317315858,8.12265966294292
2,CUST0000044880,2036.2600000000016,43,2.5593210855516384,797,10,787,18.302325581395348,3,3,7,37.523809523809526,96.9647619047619,55.330807626153046,21.575159984219614
1,CUST0000761352,361.70999999999992,45,3.8038560581731811,811,16,795,17.666666666666668,2,3,5,6.9999999999999991,19.03736842105263,15.443723931237114,4.7016234598162718
1,CUST0000899822,599.38999999999976,49,1.488303881152115,812,22,790,16.122448979591837,3,3,4,18.45,29.969500000000011,28.283473880519,17.462746061258521
3,CUST0000634652,32.13000000000001,33,0.33467623332726665,781,19,762,23.09090909090909,1,1,4,1.9473684210526321,1.6910526315789474,0.7018089013912705,0.75906342641347158
2,CUST0000664398,1377.1999999999978,63,3.8093927357839847,355,10,345,5.4761904761904763,3,2,5,43.0,114.76666666666667,75.192215946126282,22.91651515101427
2,CUST0000475538,2266.2600000000052,53,2.7095763903009491,581,4,577,10.886792452830189,3,2,7,62.705882352941188,133.30941176470589,65.4714351248011,30.420126282528525
1,CUST0000537241,729.1299999999992,93,2.7268985545935274,786,19,767,8.24731182795699,3,3,3,18.954545454545457,33.14227272727274,27.054493145874417,12.382088503256602
1,CUST0000602746,732.87999999999965,45,1.96366102066827,789,36,753,16.733333333333334,3,3,3,24.05263157894737,38.572631578947352,26.776347740831827,17.104858294803805
1,CUST0000897944,306.72,61,1.0267254632346932,305,11,294,4.8196721311475406,2,2,4,26.200000000000003,30.671999999999997,20.126508788162941,16.939893742287762
1,CUST0000740257,639.54000000000076,97,2.8053924497983558,816,7,809,8.34020618556701,2,2,2,11.76923076923077,24.597692307692306,13.868199735557802,4.3261965201965751
1,CUST0000160452,337.83000000000015,40,2.7636579810806068,720,2,718,17.95,2,3,1,7.8000000000000007,16.8915,12.621658874727997,5.9211485372349859
2,CUST0000101102,2324.3800000000006,77,3.674418957182767,817,4,813,10.558441558441558,3,2,3,39.740740740740748,86.088148148148136,33.7672921996504,16.3743082242174
1,CUST0000524728,91.350000000000023,35,2.1754879074646216,809,37,772,22.057142857142857,1,3,4,2.4285714285714284,4.3499999999999988,3.5893214639299966,1.529750324210382
1,CUST0000416013,440.13000000000017,36,2.8282446423795125,633,79,554,15.388888888888889,3,2,6,14.928571428571429,31.437857142857148,26.463811457096174,11.423436346353215
2,CUST0000458224,1719.0000000000045,245,1.6162683525197181,817,1,816,3.3306122448979592,2,2,1,44.607142857142847,61.392857142857146,20.053564851798946,13.589227050746288
1,CUST0000400006,1569.9299999999992,54,2.0973828896462039,769,20,749,13.87037037037037,3,2,2,32.666666666666664,65.413750000000022,34.51831673335429,14.476033833738974
1,CUST0000784216,417.39000000000044,62,2.5294801219044079,691,1,690,11.129032258064516,2,3,5,11.529411764705882,24.552352941176469,18.40085085290152,8.3251401476196563
1,CUST0000208760,124.55999999999985,36,1.1111712669194351,784,3,781,21.694444444444443,2,2,5,5.5294117647058831,7.327058823529411,5.6694472857547185,4.2164613970488061
2,CUST0000172741,1971.6300000000051,81,2.41554420287888,814,29,785,9.6913580246913575,3,3,7,35.666666666666664,73.023333333333326,37.72804478054703,19.737161790783283
1,CUST0000644562,685.54999999999961,25,1.7697016923075923,782,62,720,28.8,3,2,7,22.000000000000004,40.3264705882353,27.343507013156646,14.875957705205366
2,CUST0000989319,3013.6300000000056,150,3.5316803120625746,816,9,807,5.38,3,2,7,51.653846153846146,115.90884615384614,40.981530392165972,14.408710794014921
3,CUST0000028322,99.900000000000048,35,2.0171561463899912,285,12,273,7.8,2,3,3,7.3999999999999995,9.99,7.9675328678330528,5.6249444441700938
1,CUST0000852587,503.43999999999983,48,2.1258044768011124,797,1,796,16.583333333333332,2,3,5,10.863636363636363,22.883636363636359,15.646140838574089,5.9183493901705591
1,CUST0000701306,47.979999999999983,31,0.64159700125401187,776,7,769,24.806451612903224,1,1,1,2.0999999999999996,2.3989999999999996,1.2517383911984163,1.0908712114635715
1,CUST0000699774,251.48999999999984,36,1.1916060512261455,734,75,659,18.305555555555557,3,2,3,10.944444444444443,13.971666666666666,11.413105162244166,9.00291448008935
1,CUST0000634693,337.6,36,2.1368131052840305,816,10,806,22.388888888888889,3,3,1,9.0000000000000018,16.88,12.317728280815421,6.0249481325568279
1,CUST0000910590,529.6800000000004,50,1.3224822150626934,780,6,774,15.48,3,2,3,16.173913043478258,23.0295652173913,17.838798574836051,12.59279357035134
2,CUST0000173993,4524.2500000000227,208,6.4101692328087925,817,0,817,3.9278846153846154,3,2,5,68.285714285714292,161.58035714285711,88.275230690403049,24.787463915191868
2,CUST0000324851,1419.4599999999987,106,0.98316775236052467,813,13,800,7.5471698113207548,3,2,1,43.407407407407419,52.572592592592592,24.568389596238035,17.95314737548464
1,CUST0000579399,873.96999999999889,70,2.0518584213229456,661,10,651,9.3,3,3,6,27.352941176470587,51.41,40.304618623092587,20.95917930721129
1,CUST0000233323,147.94000000000008,25,2.7797599650332665,730,25,705,28.2,2,2,4,4.7333333333333334,9.8626666666666658,7.47731009268856,3.4922135609890121
1,CUST0000800372,258.28,25,1.3604467020175171,733,33,700,28.0,3,3,6,13.666666666666666,21.523333333333333,27.508789302491831,15.364099568655352
2,CUST0000061502,3782.700000000028,443,1.5569957676895543,817,0,817,1.8442437923250565,3,2,5,88.178571428571431,135.09642857142856,42.756602432029254,26.956384840580338
1,CUST0000942900,148.07000000000008,21,1.1189720083057932,730,192,538,25.61904761904762,3,1,5,11.000000000000002,14.807000000000002,12.365328180036306,9.67470929795826
1,CUST0000228468,58.579999999999984,24,1.0011346115268294,758,11,747,31.125,2,2,2,3.0666666666666669,3.9053333333333335,2.715552409527183,1.8427033281447005
3,CUST0000137987,83.27000000000001,27,1.5398729464985166,290,8,282,10.444444444444445,2,3,4,5.0,9.2522222222222243,4.61831084507403,2.3094010767585029
1,CUST0000688013,639.789999999999,59,1.2707813332702407,818,1,817,13.847457627118644,3,3,6,26.57142857142858,45.699285714285722,35.459988410336862,19.363862829339332
2,CUST0000735368,1536.05,344,1.5315938412282957,815,1,814,2.3662790697674421,2,3,4,34.464285714285708,54.858928571428585,24.906233921204461,15.377353810200296
1,CUST0000527725,469.2399999999999,28,3.5353614336124584,423,1,422,15.071428571428571,3,3,1,14.46153846153846,36.095384615384617,25.070843812433907,9.2205071161671981
2,CUST0000053927,1181.0699999999986,53,0.97828273596271231,719,10,709,13.377358490566039,3,2,5,45.476190476190467,56.241428571428578,26.546088992850279,20.460459073235096
1,CUST0000501352,487.65000000000038,29,7.278116262795681,811,6,805,27.758620689655171,3,3,2,9.647058823529413,28.685294117647054,31.155539044426583,8.42224768428021
2,CUST0000461850,4523.1799999999948,248,2.8184178535660402,818,3,815,3.286290322580645,3,2,5,75.0357142857143,161.54214285714281,72.174281497593526,31.554354626871511
1,CUST0000812410,1325.7000000000035,93,1.2470174267083909,814,5,809,8.698924731182796,3,3,1,36.428571428571423,47.346428571428575,18.676446246214915,13.657621031676708
2,CUST0000607180,4210.8499999999985,446,2.2496708649061934,817,1,816,1.8295964125560538,3,3,6,76.357142857142861,150.38750000000005,56.528161857924552,30.283439941556797
2,CUST0000418388,1440.110000000001,375,2.1877943055726341,814,0,814,2.1706666666666665,2,2,2,28.464285714285719,51.432500000000005,19.940964768357055,11.258273601658292
2,CUST0000448280,4081.2300000000059,227,3.0836753399537451,818,2,816,3.5947136563876652,3,3,2,71.392857142857139,145.75821428571433,54.192194815804271,21.208723417018568
1,CUST0000974681,536.03,33,3.33790918809044,676,14,662,20.060606060606062,3,2,4,18.38461538461538,41.233076923076929,24.49713621712214,9.9346980252079611
2,CUST0000035890,647.2299999999999,84,1.3244898091190986,456,8,448,5.333333333333333,3,2,1,26.93333333333333,43.148666666666671,43.216572263684021,24.219734836607017
1,CUST0000634688,1075.5199999999984,86,1.7193278134264895,805,18,787,9.1511627906976738,3,3,1,22.769230769230766,41.36615384615385,26.185508775322376,14.22972969176125
2,CUST0000109773,1355.109999999999,55,2.250789265543927,667,0,667,12.127272727272727,3,3,6,36.263157894736842,71.321578947368423,47.305724285106393,22.85386551494231
1,CUST0000981831,332.71999999999986,58,2.6786927793080642,792,21,771,13.293103448275861,2,2,2,6.8421052631578956,17.51157894736842,12.742179547164936,5.4893500515925995
1,CUST0000281049,971.64999999999759,180,2.6407178024320777,811,0,811,4.5055555555555555,2,3,4,15.142857142857141,34.701785714285712,18.913926285293339,5.3433154883614407
2,CUST0000747393,3253.26000000001,444,1.6542104975597718,804,0,804,1.8108108108108107,3,2,4,72.642857142857153,116.18785714285714,44.215818465239551,27.988791488372478
2,CUST0000836210,2740.5699999999838,113,2.3295287308460333,774,10,764,6.7610619469026547,3,3,2,57.57692307692308,105.40653846153847,66.338177019913985,35.829911308551942
1,CUST0000435195,571.65000000000032,23,1.3903288647800005,615,35,580,25.217391304347824,3,2,6,35.2,57.165000000000006,36.872762915192574,20.038962048968504
2,CUST0000565459,4073.3700000000135,215,1.5854188800994391,813,6,807,3.7534883720930234,3,2,3,89.037037037037038,150.86555555555555,40.716669380391345,23.0707149329436
1,CUST0000109131,313.81,39,0.778683295768456,812,26,786,20.153846153846153,3,2,4,22.166666666666664,26.150833333333335,13.910311198491893,11.466133708544577
1,CUST0000587601,1289.4399999999987,38,2.3201864381678377,817,4,813,21.394736842105264,3,1,3,25.666666666666668,61.401904761904753,38.964069849401305,14.227181674973382
3,CUST0000505771,89.030000000000015,28,1.8815638351220816,153,70,83,2.9642857142857144,1,2,5,16.333333333333332,29.676666666666669,6.5217703799573412,5.312459150169742
2,CUST0000341493,2070.5400000000045,185,3.7208874683288538,808,4,804,4.345945945945946,2,3,6,31.000000000000004,82.8216,63.11371741103514,21.927152117865191
1,CUST0000486391,1094.9200000000008,67,5.7160416527331268,816,12,804,12.0,3,2,1,20.700000000000003,54.745999999999995,37.555118612514057,12.915494570476191
2,CUST0000040677,4091.779999999972,221,1.6348572385298628,815,2,813,3.678733031674208,3,2,5,82.2962962962963,151.54740740740735,72.727598643084335,38.584025493973748
1,CUST0000503266,372.85000000000014,68,2.6651727887235159,812,15,797,11.720588235294118,2,1,4,6.2799999999999994,14.914,9.9845773070270738,3.6826077716748489
1,CUST0000200775,1668.7699999999995,79,2.9554796321268633,817,8,809,10.240506329113924,3,2,1,27.407407407407415,61.80629629629631,31.421774845331807,15.547440564069655
1,CUST0000906997,1134.9899999999984,25,3.6916189518670568,745,36,709,28.36,3,3,4,28.625,70.936874999999986,37.13148339326581,16.665364532466729
1,CUST0000598308,155.82999999999998,37,1.0318266105549321,779,13,766,20.7027027027027,2,3,3,5.9444444444444438,8.6572222222222219,8.0255659582746723,5.9485966806580359
1,CUST0000723295,209.5,74,0.76152184671821954,645,7,638,8.621621621621621,2,2,5,13.687500000000002,13.09375,7.43055253245006,6.5642854713974774
1,CUST0000613062,948.81999999999925,28,3.461674394071601,814,15,799,28.535714285714285,3,3,7,17.95,47.440999999999995,31.815965316174204,10.466494159937222
1,CUST0000899952,47.300000000000011,26,1.3036863042150821,818,34,784,30.153846153846153,1,1,6,1.9411764705882353,2.7823529411764705,2.3465682813338153,0.99826839696924352
2,CUST0000123240,14998.109999999975,554,8.7479233489855339,817,0,817,1.4747292418772564,3,1,4,129.75,535.64678571428567,156.52490555028444,32.01297170121601
2,CUST0000021161,1928.5900000000038,52,1.8096639051343115,813,11,802,15.423076923076923,3,1,4,58.235294117647051,113.44647058823527,41.907487459764411,21.754051446230871
