Restaurant,Review,topics,score,topic_name2,keyword
Shabushi (ชาบูชิ) เดอะมอลล์บางกะปิ ชั้น G,กลับมาอัพเดทราคาชาบูชิ ตอนนี้อยู่ที่ 399 บาท net ทานได้ประมาณ 1.15 ชม. น้ำซุปมีให้เลือก 4 รส ซูชิลายตามากๆ เทมปุระก็ทานเพลินๆดี ไปยืนตรงนั้นมีแต่ของน่าทานไปหมด ไลน์ของคาวบุฟเฟ่ต์เน้นกุ้งสด เบค่อน และเนื้อสไลด์ เป็นหลัก อิ่มคุ้มมาก,0,0.9962916970252991,"['ทาน', 'อาหาร', 'ดี', 'น้ำ', 'เลือก', 'เนื้อ', 'กุ้ง', 'ราคา', 'บาท', 'รสชาติ']","['เมนู', 'เทมปุระ', 'ซูชิ', 'บุฟเฟ่ต์', 'จิ้ม']"
Shabushi (ชาบูชิ) เดอะมอลล์บางกะปิ ชั้น G,"ห่างหายไปนานสำหรับชาบูชิ ตั้งแต่ทางร้านได้ปรับขึ้นราคา แถมลดเวลาลงด้วย คุณภาพอาหารดูแย่ลง ก็ลาขาด วันนี้กลับมาอีกครั้ง เนื่องจากได้ยินข่าวมาว่า ""กุ้งปอกเปลือก"" กลับมาแล้ว งานนี้เลยมาเพราะกุ้งค่ะ 

Shabushi ตั้งอยู่ชั้น G ของห้างเดอะมอลล์ บางกะปิ ตัวร้านตั้งอยู่โซนหน้าห้าง ฝั่งติดถนนใหญ่ หาไม่ยากค่ะ ร้านใหญ่ เด่นมาก สำหรับสาขานี้ถ้าเป็นวันเสาร์-อาทิตย์ หรือถ้าตรงกับวันหยุด คนจะเยอะมาก รอคิวนานมากๆ (นี่เป็นอีกหนึ่งสาเหตุที่เลิกกิน) แต่ถ้าเป็นวันธรรมดาคนไม่ค่อยเยอะเท่าไหร่ค่ะ ร้านกว้างขวาง จุคนได้เยอะ แต่ถ้าคนแน่นๆก็รู้สึกแออัดเหมือนกันค่ะ

สำหรับอาหารของสาขานี้ ถ้าเทียบกับสาขาอื่นที่เคยกินแล้วรู้สึกว่า สด สะอาด ในระดับใช้ได้ค่ะ แต่ของบนสายพานออกไม่ครบนะคะ บางรายการต้องขอจากพนักงานค่ะ ถึงจะได้กิน แต่กุ้งสดออกมาตลอดค่ะ ไม่ขาด ถูกใจมาก เพราะวันนี้ตั้งใจมากินกุ้ง ราคาบุฟเฟ่ต์ 359 Net/คน กินได้ 1 ชั่วโมง 15 นาที โดยประมาณค่ะ

อาหารที่ทานวันนี้
- ซูชิ รสชาติธรรมดาค่ะ ปลาดิบสดใช้ได้ 

- โอเด้ง ส่วนใหญ่เป็นลูกชิ้น รสชาติโอเคเลย 

- กุ้งเทมปุระ ทอดมาได้กรอบดี ไม่อมน้ำมัน แต่แป้งหนาไปนิด

- เนื้อสไลด์ เนื้อส่วนนี้ติดมันมานิดๆ นุ่มดีค่ะ 

- เบคอน สไลด์มาบางมาก นุ่มและหอม อร่อย

- กุ้งสด ปอกเปลือกมาอย่างดี จากที่เมื่อก่อนเหมือนกุ้งขาดสารอาหาร สดดี ตัวใหญ่ใช้ได้ กินคนเดียว 5 จานได้ค่ะ

- หอยตลับ ตัวไม่ใหญ่มาก แต่สด เนื้อหวานเด้งดี

- ตับหมู สดและนุ่มดี

- น้ำฝรั่ง เปรี้ยวหวาน ชื่นใจดี แต่วางทิ้งไว้นานๆแล้วจืดค่ะ 

- โฟลตไอศกรีมวานิลา เมนูของหวานที่ทำเองโดยการกดสไปรท์ครึ่งแก้ว แล้วตักไอติมวานิลา 1 ลูกใส่ลงไปก็กินได้แล้วค่ะ หวานหอม ชื่นใจดีค่ะ


โดยรวมแล้วสำหรับมื้อนี้ถือว่าคุ้มค่ะ ไม่ผิดหวังที่กลับมาอีกครั้ง แต่ขอติงเรื่องเวลา 1 ชั่วโมง 15 นาที ส่วนตัวแล้วคิดว่าน้อยไปหน่อยค่ะ ใครที่ไปกินก็ดูเวลานิดนึง อย่ากินเพลิน เหลือเวลาไว้ตอนเช็คบิลด้วยก็ดี ค่ะ เพราะถ้าคนรอเช็คบิลเยอะแล้วยังไม่ถึงคิวเรา ถ้าเกินเวลาจะโดนปรับเอาได้นะคะ (เพื่อนโดนมาแล้วค่ะ)",1,0.9994977712631226,"['กิน', 'ดี', 'น้ำ', 'อาหาร', 'คน', 'เนื้อ', 'ทาน', 'ราคา', 'บาท', 'สด']",['เวลา']
Shabushi (ชาบูชิ) เดอะมอลล์บางกะปิ ชั้น G,"เมื่อหลายวันก่อนนัดหาข้าวทานกับเดอะแกงค์ และก็ลงเอยด้วยอาหารบุฟเฟ่ต์ร้านนี้ค่ะ 

ร้านนี้ตั้งอยุ่ชั้น G ใหญ่พอสมควร

ราคาต่อคน : 359 บาท เวลา1:15 ชม.

รสชาติ: อาหารสด ใหม่
หมุสไลด์ รสชาติดี นุ่ม อร่อย
ซูชิ พอทานได้ค่ะ ออกตลอด 
ไอศกรีม: หลากรส วนิลา สตอเบอร์รี่ ชอคโกแลต มะนาว ฯ
และอื่นๆอีกมากมาย",0,0.9967776536941528,"['ทาน', 'อาหาร', 'ดี', 'น้ำ', 'เลือก', 'เนื้อ', 'กุ้ง', 'ราคา', 'บาท', 'รสชาติ']","['เมนู', 'เทมปุระ', 'ซูชิ', 'บุฟเฟ่ต์', 'จิ้ม']"
Shabushi (ชาบูชิ) เดอะมอลล์บางกะปิ ชั้น G,บอกตรงๆว่าหลายครั้งที่เลือกจะกินบุฟเฟต์จะต้องอารามณ์เสียกับการรอคิวนานๆจนสุดท้ายเลิกรอไม่กินมันซะเลย ยิ่ง Shabushi นะคนเยอะตลอด แต่วันนี้โชคดีคนน้อยน่าจะรอได้ขอจัดซะหน่อยพลาดมาหลายรอบหล่ะ เลยไปจองคิว วันนี้มากินที่สาขาเดอะมอลล์ บางกะปิ ร้านอยู่ชั้น G ใกล้ๆกับประตูปทางเข้าหน้าห้างเลย พอได้ที่นั่งแล้วก็หยิบๆทุกอย่างที่อยากกินแบบชั่วโมงครึ่งนับจากนี้พี่ขอจัดเต็ม โดยร่วมๆเราว่าพวกเนื้อ ผัก ชูชิ ก็ดูโอเคนะผักดูสดกว่าหลายๆร้านที่เป็นบุฟเฟต์สายพานร้านอื่นๆ พนักงานขยันเดินดี ราคาสามร้อยกว่าบาทต่อคนก็ไม่แพงนะ,1,0.9981503486633301,"['กิน', 'ดี', 'น้ำ', 'อาหาร', 'คน', 'เนื้อ', 'ทาน', 'ราคา', 'บาท', 'สด']",['เวลา']
Shabushi (ชาบูชิ) เดอะมอลล์บางกะปิ ชั้น G,สวัสดีครับวันนี้จะขอมารีวิวร้านชาบูชิ บุฟเฟขวัญใจของใครๆ หลายคนเมนูทางร้านมีให้เลือกมากมาย ผ่านระบบสายพานที่ให้ลูกค้าสามารถหยิบได้อย่างทั่วถึง มีทั้งข้อดีและเสีย 555 การบริการก็ดีครับ เก้บจานที่ใช้แล้วอยู่เรื่อย นํ้าซุปก็สามารถเลือกได้ตามแบบที่ต้องการ นํ้าจิ้มก็อร่อยครับ ใครมี่ไม่เคยทานต้องลองทานดูนะครับอร่อยคุ้ม,2,0.9964229464530945,"['เนื้อ', 'น้ำ', 'อร่อย', 'ทาน', 'เลือก', '', 'ดี', 'ราคา', 'อาหาร', 'หวาน']","['', 'หมู', 'ไก่', 'ลอง']"
Shabushi (ชาบูชิ) เดอะมอลล์บางกะปิ ชั้น G,"ชาบูชิ สาขาเดอะมอลล์บางกะปิ ตั้งอยู่ประตูหน้าห้าง ตรงข้ามแมคโดนัลเลยค่ะ ขนาดร้านใหญ่โตดี แต่ไปทีไรต้องต่อคิวตลอด สั้นบ้างยาวบ้างแล้วแต่โชคชะตา แต่ห้างมักจะจัดซุ้มออกร้านโน้นนี่ตรงบริเวณลานหน้าร้านให้เลือกชอปเบาๆระหว่างรอ (เป็นกลยุทธ์ที่ดีมากๆ555)

ในร้านก็จะมีทั้งเคาน์เตอร์ยาวหน้าสายพานยาวเป็นแนว แบบหม้อใครหม้อท่าน และโต๊ะแบบหมู่คณะหม้อรวมด้วย

อาหารบนสายพานก็เคลื่อนตัวมาให้เลือกมากมาย คอเนื้อก็แน่นจานดำหยิบวางต้มกันเลยค่า น้ำซุปมีให้เลือก3แบบ ใส ข้น ต้มยำ(ถ้าจำไม่ผิด อิอิ)

คุณภาพอาหารล่าสุดที่ไปทาน ปรับปรุงดีขึ้นมาก ของทานเล่นเช่น ชูชิ ข้าวปั้น ของทอด สลัด ของหวาน ไอติมมีเมนูใหม่ๆเยอะมากขึ้นและเติมตลอด ยอดไปเลย

คุ้มค่าในราคา3xx บาท  แถมมีบัตรสมาชิกเครือโออิชิลดอีก มันดีตรงนี้ละค่า^^ ",3,0.9985917806625366,"['ดี', 'ทาน', 'เลือก', 'อาหาร', 'เนื้อ', 'ราคา', 'น้ำ', 'ค่า', 'คุ้ม', 'หวาน']","['สาย', 'หม้อ', 'ติม', 'หน้า', 'ค่า', '3']"
ข้าน้อยขอชาบู,"หลังจากที่เคยลองสาขายูเนี่ยนมอลล์ไป รอบนี้มาที่สาขาเดอะมอลล์บางกะปิชั้น 4 โซน MCC HALL ด้านในสุดติดกับพวกค่ายมวย ตอนแรกก็นึกว่าชาบู 199 ธรรมดา แต่ที่ไหนได้ มีพิซซ่าจากนารายพิซเซอเรียด้วย

สำหรับราคา 199 บาท จะทานพวกหมูได้ทั้งหมด รวมถึงพิซซ่า ของทอด ซุปต่างๆ แกงเขียวหวาน ได้น้ำซุป 1 รสชาติ

- ถ้าอยากได้น้ำซุปเพิ่มเป็น 2 รสชาติ จ่ายเพิ่มคนละ 40 บาท
- น้ำดื่มรีฟีล 39 บาท
- ส่วนใครอยากทานเนื้อก็เพิ่มคนละ 49 บาท
- ซูชิและของหวานสั่งเพิ่มโดยจ่ายราคาตามเมนู

รวมๆก็ถือว่าอิ่มคุ้มดีนะ ถึงเบค่อนจะมันเยอะไปหน่อย น้ำซุปจะไม่ได้เข้มข้นมากนัก แต่ในราคานี้ มีตัวเลือกให้เท่านี้ วันไหนหิวมากๆก็จะแวะไปใหม่แน่นอน",1,0.9985875487327576,"['กิน', 'ดี', 'น้ำ', 'อาหาร', 'คน', 'เนื้อ', 'ทาน', 'ราคา', 'บาท', 'สด']",['เวลา']
ข้าน้อยขอชาบู,ร้านบุฟเฟ่ต์ที่มีโปรโมชั่นหัวละ199บาท ไม่รวมน้ำ ไม่รวมVAT ไปทานวันธรรมดา ชอบมากเพราะได้เวลาทานตั้ง2ชม. เต็มๆ มีค่าน้ำซุป คนละ10บาท มีน้ำซุปเลือกได้6แบบ แต่หม้อแบ่งได้3ช่อง น้ำซึปต้มยำอร่อยดีครับ แนะนำให้เลือกอันนี้อันนึง ในชุดบุฟเฟ่ต์ ไม่มีซีฟู้ดน่ะครับ แต่อาหารก็มีให้เลือกเยอะน่ะครับ ที่สำคัญมีพิซซ่าอยู่ในชุดบุฟเฟ่ต์ด้วย ของนารายพิซเซอเรีย รับประกันความอร่อย นอกจากนี้ทุกสัปดาห์หลังวันหวยออก เอาลอตเตอรี่ที่ถูกหวยกิน มาแลกฮันนี่โทสฟรีน่ะครับ แนะนำให้มาทานเลยจ้า บุฟเฟ่ต์ร้านนี้ กำเงินมาคนละ300 มีทอนแน่นอนครับ,1,0.9982967972755432,"['กิน', 'ดี', 'น้ำ', 'อาหาร', 'คน', 'เนื้อ', 'ทาน', 'ราคา', 'บาท', 'สด']",['เวลา']
ข้าน้อยขอชาบู,"เคยรู้จักร้านนี้จากที่ union mall ไม่เคยได้ลองกิน แต่จำได้ขึ้นใจจากชื่อร้าน 😆 

จากชื่อก็บอกอยู่แล้วว่าเป็นร้าน ""ชาบู"" แต่เนื่องจากเป็นของ Narai pizzeria ในไลน์อาหารจึงมี pizza ด้วยซะเลย ยังมี สปาเกตตี้ ไก่นิวออลีน

อาหารปรุงสุกก็มีอย่างอื่นอีกนิดหน่อย ที่รู้สึกว่าอร่อยเลยคือ ข้าวมันไก่ 🤣 ตัดกำลังจริงๆ 

พวกของสดก็หลากหลาย บางส่วนอยู่ในตู้ให้หยิบ บางส่วนก็ใช้เขียนสั่งเอา คุณภาพก็เหมาะสมตามราคา

บริการค่อนข้างดี พนักงานขยัน",2,0.9968917369842529,"['เนื้อ', 'น้ำ', 'อร่อย', 'ทาน', 'เลือก', '', 'ดี', 'ราคา', 'อาหาร', 'หวาน']","['', 'หมู', 'ไก่', 'ลอง']"
ข้าน้อยขอชาบู,อร่อยมากค่ะ คุ้มค่าสมราคา บุฟเฟ่หมูผักต่างๆ รวมน้ำด้วยจบที่ 255 /ท่าน เด็ดๆคือมีพิซซ่าบุพเฟ่ ดีเริสมากๆ รสชาตไม่กาไก่เรยนะ คืองานดีเเป้งนุ่มหอมมากๆ  ตบท้ายด้วยของหวานอร่อย โชคดีมากๆไปช่วงโปรโมชั่นของหวานราคา 29 จาก 128 คือ เซตไอติม+บราวนี่+วิปครีม อร่อยยมากกก บุฟเฟ่จุกๆปิดท้ายของหวานเเบบสวยๆ,4,0.9973406195640564,"['ดี', 'เนื้อ', 'ทาน', 'อร่อย', 'สาขา', 'น้ำ', 'เลือก', 'ราคา', 'อาหาร', 'หวาน']","['ชาบู', 'บริการ', 'คุณภาพ', 'พนักงาน', 'นึก', 'นั่ง']"
ข้าน้อยขอชาบู,"ก็ตามที่เขียนเลยครับ ว่า ถ้าจะจ่ายในราคา 199 บาท คุณต้องจ่ายด้วยเงินสดนะครับ และราคานี้ ยังไม่รวมน้ำ และ VAT 7% รวมถึงอย่างอื่นๆ ที่คุณสั่งเพิ่มได้ เช่น เนื้อวัว,ซูชิ,ของหวาน เป็นต้น
แม้จะดูแปลกหน่อย แต่ก็ถือว่าโอเคมาก แม้ซูชิต้องสั่งเพิ่ม แต่ก็มีอาหารอื่นๆ ทดแทน โดยเฉพาะพิซซ่า ที่ได้ลองทั้ง 3 หน้า อร่อยมาก และถ้ากินตอนนำของมาลงสดๆ ร้อนๆ จะอร่อยกว่าปรกติครับ",2,0.9968081116676331,"['เนื้อ', 'น้ำ', 'อร่อย', 'ทาน', 'เลือก', '', 'ดี', 'ราคา', 'อาหาร', 'หวาน']","['', 'หมู', 'ไก่', 'ลอง']"
